CPU,Mem,Net,Block
0.39%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.39%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.49%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.49%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.41%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.41%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.50%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.50%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.34%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.34%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.49%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.49%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.44%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
0.44%,49.16MiB / 3.835GiB,24.2kB / 23.3kB,0B / 1.52MB
2.68%,49.16MiB / 3.835GiB,24.3kB / 23.3kB,0B / 1.52MB
2.68%,49.16MiB / 3.835GiB,24.3kB / 23.3kB,0B / 1.52MB
0.57%,49.16MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
0.57%,49.16MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
0.45%,49.16MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
0.45%,49.16MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
1.01%,49.16MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
1.01%,49.16MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
1.01%,49.16MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
0.38%,49.16MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
0.38%,49.16MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
0.77%,49.25MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
0.77%,49.25MiB / 3.835GiB,24.4kB / 23.4kB,0B / 1.52MB
0.92%,49.25MiB / 3.835GiB,24.6kB / 23.5kB,0B / 1.52MB
0.92%,49.25MiB / 3.835GiB,24.6kB / 23.5kB,0B / 1.52MB
13.53%,50.09MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
13.53%,50.09MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.41%,50.07MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.41%,50.07MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
2.36%,50.2MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
2.36%,50.2MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.46%,50.2MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.46%,50.2MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.33%,50.24MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.33%,50.24MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.72%,50.24MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.72%,50.24MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.35%,50.24MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.35%,50.24MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.68%,50.25MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.68%,50.25MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.60%,50.25MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.60%,50.25MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.90%,50.29MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.90%,50.29MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.34%,50.29MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.34%,50.29MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.49%,50.3MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.49%,50.3MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
2.41%,50.35MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
2.41%,50.35MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.59%,50.35MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.59%,50.35MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.74%,50.35MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
0.74%,50.35MiB / 3.835GiB,30.3kB / 31.1kB,0B / 1.88MB
2.42%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
2.42%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.29%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.29%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.57%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.57%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.35%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.35%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
1.26%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
1.26%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.37%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.37%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.58%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.58%,50.38MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
2.59%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
2.59%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.56%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.56%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.47%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.47%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.38%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.38%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.38%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.38%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.38%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.56%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.56%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.57%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.57%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.39%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.39%,50.47MiB / 3.835GiB,30.4kB / 31.2kB,0B / 1.88MB
0.37%,50.47MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.37%,50.47MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.39%,50.47MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.39%,50.47MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
2.49%,50.57MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
2.49%,50.57MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.49%,50.57MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.49%,50.57MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.39%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.39%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
1.20%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
1.20%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.44%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.44%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.46%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.46%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.51%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.51%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.41%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.41%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.52%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.52%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.63%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.63%,50.32MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
2.66%,50.33MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
2.66%,50.33MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.75%,50.33MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.75%,50.33MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.71%,50.33MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
0.71%,50.33MiB / 3.835GiB,30.5kB / 31.4kB,0B / 1.88MB
5.97%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
5.97%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.38%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.38%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.31%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.31%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.37%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.37%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.19%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.19%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.32%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.32%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.35%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.35%,50.37MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
2.70%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
2.70%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.32%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.32%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.53%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.53%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.19%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.19%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.33%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.33%,50.39MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
2.24%,50.41MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
2.24%,50.41MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.30%,50.41MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.30%,50.41MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.65%,50.42MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.65%,50.42MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.65%,50.42MiB / 3.835GiB,35.3kB / 37.6kB,0B / 1.93MB
0.49%,50.42MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.49%,50.42MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.22%,50.42MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.22%,50.42MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
2.48%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
2.48%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.41%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.41%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.41%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.41%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.34%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.34%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
1.06%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
1.06%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.46%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.46%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.44%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.44%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.34%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.34%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.42%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.42%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.91%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.91%,50.43MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
2.11%,50.44MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
2.11%,50.44MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.38%,50.44MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.38%,50.44MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.73%,50.44MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.73%,50.44MiB / 3.835GiB,35.5kB / 37.7kB,0B / 1.93MB
0.55%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.55%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.48%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.48%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.43%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.43%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.43%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.43%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.31%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.31%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.48%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.48%,50.44MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
2.46%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
2.46%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.90%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.90%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.34%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.34%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
1.05%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
1.05%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.55%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.55%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
1.12%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
1.12%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.36%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.36%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.64%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.64%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.43%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.43%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
0.43%,50.45MiB / 3.835GiB,35.6kB / 37.8kB,0B / 1.93MB
6.00%,50.46MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
6.00%,50.46MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
2.84%,50.48MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
2.84%,50.48MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
0.65%,50.48MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
0.65%,50.48MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
0.54%,50.48MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
0.54%,50.48MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
0.39%,50.48MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
0.39%,50.48MiB / 3.835GiB,40.1kB / 43.9kB,0B / 1.97MB
0.49%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.49%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.40%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.40%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.56%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.56%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.38%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.38%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
1.45%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
1.45%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.35%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.35%,50.48MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
3.11%,50.52MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
3.11%,50.52MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.44%,50.52MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.44%,50.52MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
1.24%,50.52MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
1.24%,50.52MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.45%,50.52MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.45%,50.52MiB / 3.835GiB,40.2kB / 44kB,0B / 1.97MB
0.70%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.70%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
1.45%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
1.45%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.45%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.45%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.38%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.38%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.35%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.35%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.47%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.47%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
2.67%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
2.67%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.42%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.42%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.35%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.35%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.55%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.55%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.42%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.42%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
1.76%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
1.76%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.66%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.66%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.34%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.34%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
0.49%,50.52MiB / 3.835GiB,40.3kB / 44.2kB,0B / 1.97MB
