CPU,Mem,Net,Block
2.19%,99.83MiB / 3.835GiB,73.7kB / 35.1kB,0B / 254kB
5.14%,100.5MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
5.14%,100.5MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
1.82%,100.6MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
1.82%,100.6MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
1.60%,100.6MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
1.60%,100.6MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
1.57%,100.6MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
1.57%,100.6MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
1.64%,100.6MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
1.64%,100.6MiB / 3.835GiB,95.8kB / 48.9kB,0B / 303kB
1.51%,100.6MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.51%,100.6MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.67%,100.6MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.67%,100.6MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.55%,100.6MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.55%,100.6MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.55%,100.6MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.65%,100.6MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.65%,100.6MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.84%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.84%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.73%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.73%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.46%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.46%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.51%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.51%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.48%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.48%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.61%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.61%,100.7MiB / 3.835GiB,95.9kB / 49kB,0B / 303kB
1.68%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.68%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.62%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.62%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.67%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.67%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.59%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.59%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.78%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.78%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.66%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.66%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.60%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.60%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.79%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.79%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.59%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.59%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.77%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.77%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.39%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.39%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.54%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.54%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.67%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.67%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.63%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.63%,100.7MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.70%,100.8MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.70%,100.8MiB / 3.835GiB,96.1kB / 49.3kB,0B / 303kB
1.61%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.61%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.66%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.66%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.76%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.76%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.68%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.68%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.78%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.78%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.70%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.70%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.38%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
1.38%,100.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
18.94%,124.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
18.94%,124.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
59.21%,124.7MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
59.21%,124.7MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
54.75%,124.7MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
54.75%,124.7MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
57.33%,124.7MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
57.33%,124.7MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
59.08%,124.9MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
59.08%,124.9MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
27.86%,124.7MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
27.86%,124.7MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
27.86%,124.7MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
2.46%,124.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
2.46%,124.8MiB / 3.835GiB,96.4kB / 49.5kB,0B / 303kB
2.76%,124.8MiB / 3.835GiB,106kB / 55.9kB,0B / 303kB
2.76%,124.8MiB / 3.835GiB,106kB / 55.9kB,0B / 303kB
3.82%,125.4MiB / 3.835GiB,117kB / 62.7kB,0B / 360kB
3.82%,125.4MiB / 3.835GiB,117kB / 62.7kB,0B / 360kB
1.77%,125.4MiB / 3.835GiB,117kB / 62.7kB,0B / 360kB
1.77%,125.4MiB / 3.835GiB,117kB / 62.7kB,0B / 360kB
1.64%,125.4MiB / 3.835GiB,117kB / 62.7kB,0B / 360kB
1.64%,125.4MiB / 3.835GiB,117kB / 62.7kB,0B / 360kB
1.67%,125.4MiB / 3.835GiB,117kB / 62.7kB,0B / 360kB
1.67%,125.4MiB / 3.835GiB,117kB / 62.7kB,0B / 360kB
1.76%,125.5MiB / 3.835GiB,117kB / 62.8kB,0B / 360kB
1.76%,125.5MiB / 3.835GiB,117kB / 62.8kB,0B / 360kB
1.80%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.80%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.61%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.61%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.80%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.80%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.54%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.54%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.85%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.85%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.64%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.64%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.63%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.63%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.56%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.56%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.66%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.66%,125.5MiB / 3.835GiB,117kB / 62.9kB,0B / 360kB
1.53%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.53%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.65%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.65%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.54%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.54%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.64%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.64%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.75%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.75%,125.5MiB / 3.835GiB,117kB / 63.2kB,0B / 360kB
1.84%,125.5MiB / 3.835GiB,117kB / 63.3kB,0B / 360kB
1.84%,125.5MiB / 3.835GiB,117kB / 63.3kB,0B / 360kB
1.64%,125.5MiB / 3.835GiB,117kB / 63.3kB,0B / 360kB
1.64%,125.5MiB / 3.835GiB,117kB / 63.3kB,0B / 360kB
1.67%,125.5MiB / 3.835GiB,117kB / 63.3kB,0B / 360kB
1.67%,125.5MiB / 3.835GiB,117kB / 63.3kB,0B / 360kB
1.63%,125.5MiB / 3.835GiB,117kB / 63.3kB,0B / 360kB
1.63%,125.5MiB / 3.835GiB,117kB / 63.3kB,0B / 360kB
1.77%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.77%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.81%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.81%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.65%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.65%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.74%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.74%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.69%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.69%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.72%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.72%,125.5MiB / 3.835GiB,118kB / 63.3kB,0B / 360kB
1.71%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.71%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.66%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.66%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.71%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.71%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.75%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.75%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.73%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.73%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.93%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.93%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.79%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.79%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.79%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.61%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.61%,125.5MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
18.03%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
18.03%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
56.85%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
56.85%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
58.64%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
58.64%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
56.49%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
56.49%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
61.21%,150.9MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
61.21%,150.9MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
58.43%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
58.43%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.87%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
1.87%,150.8MiB / 3.835GiB,118kB / 63.6kB,0B / 360kB
2.59%,151.5MiB / 3.835GiB,118kB / 63.9kB,0B / 360kB
2.59%,151.5MiB / 3.835GiB,118kB / 63.9kB,0B / 360kB
5.09%,151.8MiB / 3.835GiB,139kB / 77.1kB,0B / 410kB
5.09%,151.8MiB / 3.835GiB,139kB / 77.1kB,0B / 410kB
2.23%,151.8MiB / 3.835GiB,139kB / 77.2kB,0B / 410kB
2.23%,151.8MiB / 3.835GiB,139kB / 77.2kB,0B / 410kB
1.62%,151.8MiB / 3.835GiB,139kB / 77.2kB,0B / 410kB
1.62%,151.8MiB / 3.835GiB,139kB / 77.2kB,0B / 410kB
1.90%,151.8MiB / 3.835GiB,139kB / 77.2kB,0B / 410kB
1.90%,151.8MiB / 3.835GiB,139kB / 77.2kB,0B / 410kB
1.80%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.80%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.75%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.75%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.52%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.52%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.73%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.73%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.65%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.65%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.66%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.66%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.62%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.62%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.74%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.74%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.72%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.72%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.75%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.75%,151.8MiB / 3.835GiB,139kB / 77.3kB,0B / 410kB
1.67%,151.8MiB / 3.835GiB,140kB / 77.4kB,0B / 410kB
1.67%,151.8MiB / 3.835GiB,140kB / 77.4kB,0B / 410kB
1.66%,151.8MiB / 3.835GiB,140kB / 77.7kB,0B / 410kB
1.66%,151.8MiB / 3.835GiB,140kB / 77.7kB,0B / 410kB
1.56%,151.8MiB / 3.835GiB,140kB / 77.7kB,0B / 410kB
1.56%,151.8MiB / 3.835GiB,140kB / 77.7kB,0B / 410kB
1.75%,151.8MiB / 3.835GiB,140kB / 77.7kB,0B / 410kB
1.75%,151.8MiB / 3.835GiB,140kB / 77.7kB,0B / 410kB
1.73%,151.8MiB / 3.835GiB,140kB / 77.7kB,0B / 410kB
1.73%,151.8MiB / 3.835GiB,140kB / 77.7kB,0B / 410kB
1.72%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.72%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.50%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.50%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.73%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.73%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.56%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.56%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.79%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.79%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.60%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.60%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.64%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.64%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.64%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.48%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.48%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.62%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.62%,151.8MiB / 3.835GiB,140kB / 77.8kB,0B / 410kB
1.78%,151.8MiB / 3.835GiB,140kB / 78kB,0B / 410kB
1.78%,151.8MiB / 3.835GiB,140kB / 78kB,0B / 410kB
1.68%,151.8MiB / 3.835GiB,140kB / 78kB,0B / 410kB
1.68%,151.8MiB / 3.835GiB,140kB / 78kB,0B / 410kB
1.58%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.58%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.63%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.63%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.44%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.44%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.73%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.73%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.55%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.55%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.76%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.76%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.30%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.30%,151.8MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
9.84%,155MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
9.84%,155MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
53.35%,155.1MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
53.35%,155.1MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
51.87%,155.1MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
51.87%,155.1MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
61.83%,155MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
61.83%,155MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
54.42%,155MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
54.42%,155MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
30.36%,155MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
30.36%,155MiB / 3.835GiB,140kB / 78.3kB,0B / 410kB
1.99%,155MiB / 3.835GiB,141kB / 78.4kB,0B / 410kB
1.99%,155MiB / 3.835GiB,141kB / 78.4kB,0B / 410kB
2.42%,155MiB / 3.835GiB,141kB / 78.4kB,0B / 410kB
2.42%,155MiB / 3.835GiB,141kB / 78.4kB,0B / 410kB
3.76%,155MiB / 3.835GiB,156kB / 89.1kB,0B / 459kB
3.76%,155MiB / 3.835GiB,156kB / 89.1kB,0B / 459kB
1.81%,155MiB / 3.835GiB,156kB / 89.1kB,0B / 459kB
1.81%,155MiB / 3.835GiB,156kB / 89.1kB,0B / 459kB
1.75%,155MiB / 3.835GiB,156kB / 89.1kB,0B / 459kB
1.75%,155MiB / 3.835GiB,156kB / 89.1kB,0B / 459kB
1.99%,155MiB / 3.835GiB,156kB / 89.2kB,0B / 459kB
1.99%,155MiB / 3.835GiB,156kB / 89.2kB,0B / 459kB
1.63%,155MiB / 3.835GiB,156kB / 89.2kB,0B / 459kB
1.63%,155MiB / 3.835GiB,156kB / 89.2kB,0B / 459kB
1.56%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
1.56%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
1.51%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
1.51%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
1.55%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
1.55%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
1.62%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
1.62%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
1.46%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
1.46%,155MiB / 3.835GiB,156kB / 89.3kB,0B / 459kB
